song,notes
little_red_corvette_tdc,6 5 6 5 6 6 6 7 6 7 6 6 5 1 1 1 5 5 4 5 6 5 6 5 6 4 4 4 7 6 b7 6 6 5 6 1 1 1 5 5 4 5 6 6 6 5 6 6 6 7 b7 6 6 6 5 6 1 1 1 5 5 5 4 5 5 5 6 5 6 6 6 6 6 7 6 7 6 7 5 6 5 1 1 1 1 1 6 5 6 1 1 6 6 6 7 7 1 1 1 1 1 6 5 6 6 6 7 7 1 1 1 1 1 1 6 7 6 7 6 5 6 5 6 5 6 6 7 5 6 5 b7 5 6 5 1 1 1 5 5 6 4 5 6 5 6 5 6 6 6 7 6 7 5 6 5 5 5 1 1 1 1 5 5 6 4 5 6 5 6 6 6 7 6 7 7 7 1 1 1 1 1 1 1 4 5 5 5 6 5 6 6 6 6 6 7 6 7 6 7 5 6 5 1 1 1 6 1 6 1 5 2 1 6 6 6 7 7 1 1 1 1 1 6 5 1 5 6 6 6 7 7 1 1 6 1 1 1 1 1 6 7 6 7 6 5 1 6 6 5 6 3 6 5 6 2 6 5 6 6 6 5 6 6 1 6 6 6 5 1 5 5 5 6 4 6 6 5 6 7 7 6 7 5 6 5 1 1 1 6 1 6 1 1 1 1 b3 6 1 1 1 1 1 6 6 7 7 6 5 6 6 6 7 7 1 1 1 1 1 1 1 1 2 2 2 1 3 3 2 2 2 1 6 1 1 1 1 1 6 6 5 5 3 4 3 4 2 1 6 6 7 7 1 1 1 1 6 5 1 1 5 1 1 5 1 1 1 1 1 1 1 1 2 2 3 3 3 1 6 5 1 5 5 3 2 1 1 1 1 1 1 1 1 1 2 2 3 6 1 6 1 1 6 1 6 3 3 2 1 3 3 1 2 1 2 1 3 1 1 3 3 1 3 2 1 6 6 5 6 5 3 3 3 3 2 1 6 6 5 6 5 1 5 6 5 1 1 1 2 3 1 1 6 5 1 5 5 1 1 1 1 6 7 6 5 1 6 1 1 6 1 1 6 5 1 1 6 5 6 6 2 2 b3 1 b3 1 1 1 2 2 3 1 6 1 6 1 6 5 1 1 2 2 3 1 1 6 5 1 1 6 5 1 2 1 2 1 2 1 3 1 1 6 5 3 1 1 6 5 3 1 1 6 5 2 1 6 1 6 1 6 1 3 3 2 3 2 3 2 3 2 2 1 6 1 6 3 2 3 2 3 2 3 2 3 3 2 3 2 3 2 3 2 3 5 3 2 1 6 5
stand_by_me_tdc,3 5 1 2 3 2 1 1 2 3 2 1 1 3 2 1 2 1 2 2 1 3 5 6 3 5 6 4 4 3 2 1 2 3 2 2 1 1 2 3 2 1 2 3 2 1 3 2 1 1 6 6 5 5 1 7 7 6 5 6 6 6 6 5 6 3 2 1 2 3 2 3 2 1 1 3 2 1 3 2 1 1 3 2 1 1 3 5 6 3 5 5 6 5 6 2 3 3 2 1 1 2 3 2 1 2 3 2 1 1 2 1 3 5 5 6 3 6 6 6 6 5 b3 2 1 2 3 2 2 1 1 2 3 2 1 2 3 2 1 3 2 1 1 6 6 5 5 1 7 7 6 5 6 6 6 6 5 b3 2 1 2 3 2 3 2 1 2 1 6 b3 2 1 2 1 3 2 1 1 3 2 1 1 1 6 6 5 5 1 7 7 6 5 6 6 6 6 5 b3 2 1 2 3 2 3 2 1 2 1 6 b3 1 2 3 2 1 1 3 2 1 1 6 6 5 5 6 5 6 5 6
heartbreak_hotel_tdc,1 1 1 5 b7 1 5 5 1 1 1 1 5 b7 5 5 1 1 2 b3 1 2 1 b7 5 6 b7 5 4 b3 1 1 1 1 1 1 1 3 1 6 6 1 1 1 1 3 1 2 2 2 2 3 5 6 1 1 1 1 1 1 5 b7 1 5 5 1 1 1 5 b7 5 1 2 b3 1 2 1 b7 5 6 b7 5 1 1 2 3 1 1 1 1 1 1 1 b3 1 1 1 1 1 1 1 1 b3 1 2 2 2 3 5 6 1 1 1 1 1 1 1 5 b7 5 b7 5 1 1 1 5 b7 5 5 1 2 b3 1 2 1 b7 5 5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 b3 1 1 1 1 1 1 b3 1 2 2 2 3 5 6 1 1 1 6 1 1 1 5 b7 1 5 5 1 1 1 5 b7 5 5 1 2 b3 1 2 1 b7 5 6 b7 5 4 b3 1 1 1 1 1 1 1 1 1 1 b3 1 1 6 1 1 1 1 b3 1 2 2 2 3 5 6 1 1 7 1 6 1 1 1 5 b7 1 5 5 1 1 1 5 b7 5 1 2 b3 1 2 1 b7 5 6 b7 5 1 b3 1 1 1 1 1 1 b3 1 1 1 1 1 1 1 b3 1 2 2 2 3 5 6 1 1 2 1
hey_jude_dt,5 3 3 5 6 2 2 3 4 1 1 7 5 6 5 4 3 5 6 6 6 2 1 7 1 6 5 1 2 3 6 5 5 4 3 7 1 5 3 3 5 6 2 2 3 4 1 1 7 5 6 5 4 3 5 6 6 6 2 1 7 1 6 5 1 2 3 6 5 5 4 3 7 1 1 1 6 6 5 5 4 6 1 6 1 4 1 6 5 4 5 6 5 4 3 2 1 1 1 6 6 5 5 4 6 1 6 1 4 1 6 5 4 5 6 5 4 3 2 1 3 5 6 5 6 3 3 5 6 2 2 3 4 1 1 7 5 6 5 4 3 5 6 6 6 2 1 7 1 6 5 1 2 3 6 5 5 4 3 7 1 1 1 6 6 5 5 4 6 1 6 1 4 1 6 5 4 5 6 5 4 3 2 1 3 1 2 4 1 2 2 1 6 1 6 2 6 5 4 2 1 6 5 4 5 6 5 4 3 2 1 3 5 6 5 6 1 5 6 5 3 3 5 6 2 2 3 4 1 1 7 5 6 5 4 3 5 6 6 6 2 1 7 1 6 5 1 2 3 6 5 5 4 3 7 1 2 3 4 5 7 1 2 3 4 5 1 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5 1 3 5 2 1 2 1 2 1 2 1 b7 6 5
my_girl_tdc,3 1 2 1 1 2 1 2 1 6 5 1 2 3 1 1 6 1 1 2 1 6 1 6 5 5 6 1 2 3 5 5 6 6 1 1 2 1 6 1 5 1 5 3 1 5 6 1 1 2 1 6 1 3 2 1 2 6 3 2 3 2 1 1 5 1 2 1 6 5 6 1 2 3 2 2 1 6 1 2 1 1 6 5 3 2 3 5 6 1 2 3 5 5 6 3 2 1 6 1 2 1 6 1 5 1 5 3 1 5 6 1 1 2 1 6 1 3 2 6 3 6 3 4 1 2 3 6 1 2 6 3 5 3 2 1 3 2 1 1 2 3 1 1 6 2 1 6 7 6 5 4 3 3 2 2 1 6 1 6 2 3 2 1 6 6 5 3 3 2 3 5 6 1 2 1 5 5 6 3 2 1 6 1 2 1 6 1 5 1 5 3 1 5 6 1 1 2 1 6 1 3 2 2 3 3 2 1 2 3 2 2 1 1 2 1 6 1 6 3 2 2 1 3 2 2 1 6 5 4 3 3 2 2 1 3 2 2 1 3 2 2 1 2 1 6 1 6 3 6 5 5 3 2 3 2 1 6 1 2 1 6 1
redemption_song_dt,6 5 4 3 4 5 5 6 6 6 5 4 3 4 3 2 1 1 4 3 3 1 1 1 1 2 2 4 6 5 4 3 4 5 5 6 6 6 5 4 3 4 4 5 3 3 2 1 4 2 3 3 1 1 2 2 3 5 3 2 1 1 3 2 2 1 1 3 5 6 7 6 1 3 2 1 1 3 2 1 3 3 6 5 5 5 4 3 4 5 5 1 7 7 6 5 4 3 5 4 3 5 3 3 2 1 4 3 3 3 6 1 1 1 1 1 1 1 1 2 6 5 5 4 3 4 5 5 1 7 6 5 4 3 4 1 5 3 2 1 4 3 3 3 6 1 1 1 1 2 2 3 5 3 2 1 5 3 2 2 1 1 3 5 6 7 6 1 3 2 1 1 3 2 1 1 3 2 1 8 4 3 6 5 5 5 4 3 4 5 5 1 7 7 6 5 4 3 5 4 1 3 5 3 3 2 1 4 3 3 3 5 1 1 1 1 1 1 1 2 6 5 5 4 3 4 5 5 1 7 6 5 4 3 4 5 4 3 2 1 4 3 3 3 6 1 1 1 1 2 2 3 5 3 2 1 5 3 2 2 1 1 3 5 6 7 6 1 3 2 1 3 5 6 7 6 1 3 2 1 1 3 2 2 1 3 2 2 1 5
tears_in_heaven_tdc,3 1 5 5 3 2 1 4 4 3 2 1 3 2 3 1 5 2 3 2 1 4 4 3 2 1 3 2 1 1 2 7 b7 b7 1 6 2 3 4 2 2 1 6 5 3 2 2 1 3 3 1 5 5 3 2 1 4 4 3 2 1 3 2 3 1 5 6 3 4 4 3 2 1 3 2 1 1 2 7 b7 b7 1 6 2 3 4 2 2 1 7 6 5 3 2 2 1 3 6 6 5 5 4 3 2 4 2 5 5 3 3 5 6 4 3 7 1 1 2 7 b7 b7 1 6 2 3 4 2 2 1 7 6 5 3 2 2 1 3 3 1 5 5 3 2 1 4 4 3 2 1 3 2 3 3 1 5 2 3 4 3 2 1 4 4 3 2 1 3 2 1 1 2 7 b7 b7 1 6 2 3 4 2 2 1 7 6 5 3 2 2 1 3
maggie_may_tdc,3 2 2 2 2 3 2 1 1 1 1 1 3 5 3 2 3 3 3 3 2 3 2 1 1 1 1 5 1 2 3 5 6 1 b3 2 1 2 3 3 4 5 6 2 1 2 3 3 3 2 1 1 6 5 3 1 1 3 5 3 6 2 2 1 2 3 5 5 3 2 2 1 2 2 3 5 5 2 2 2 3 5 6 b3 2 2 1 5 2 2 2 2 3 2 1 1 1 1 3 5 3 3 2 2 2 2 3 2 2 2 5 5 3 2 1 1 5 6 1 3 2 1 3 3 5 5 5 6 b3 2 1 2 3 3 3 2 1 1 6 5 3 1 1 3 1 2 6 2 2 1 2 3 5 5 3 2 2 1 2 2 3 5 5 2 3 1 1 3 1 5 5 6 b3 2 2 1 2 5 5 5 2 2 3 3 2 1 1 3 5 3 3 1 2 2 2 2 2 2 3 2 1 1 1 1 1 1 5 3 2 1 1 5 6 1 1 1 3 1 3 1 b3 1 5 5 5 5 b3 2 1 2 3 3 3 2 1 1 6 5 3 1 1 3 1 2 1 2 2 1 2 3 5 5 3 2 1 2 1 2 3 5 5 2 3 1 1 3 3 5 6 b3 2 2 1 1 0 3 5 5 5 2 2 3 2 1 1 5 1 1 3 1 1 5 2 2 3 3 2 1 5 1 1 1 1 1 1 5 3 3 5 6 1 1 6 1 1 1 1 6 5 5 3 3 b3 2 1 1 2 3 3 3 2 1 6 5 3 6 1 3 1 2 1 2 1 2 2 2 2 3 5 6 5 3 2 2 1 2 3 5 5 2 3 2 1 3 3 5 6 b3 2 2 1 3 6 5 5 3 2 1 5 6 2 2 1 3 1 4 5 4 6 2 1 6 1 2 3 2 3 5 3 3 2 1 6
my_generation_dt,1 1 7 7 5 4 3 1 1 1 5 7 1 1 1 1 7 4 5 4 3 1 1 1 5 7 7 1 1 1 1 7 1 3 4 4 3 4 3 1 1 1 3 3 4 4 3 1 1 1 1 1 5 7 1 7 1 1 1 5 7 4 5 4 4 3 3 3 1 1 1 5 7 1 7 1 4 5 4 5 5 7 1 1 7 1 7 1 1 2 0 1 7 5 4 3 4 3 1 1 1 5 7 1 7 1 1 7 1 1 7 1 3 4 3 4 4 3 4 3 1 1 1 1 1 7 1 3 1 1 1 1 1 7 4 5 4 3 1 1 1 5 7 1 1 1 1 7 4 5 2 3 3 1 1 5 7 7 1 1 1 1 7 1 3 4 3 4 4 3 4 3 1 1 5 7 1 7 1 5 5 4 3 4 3 1 5 5 4 3 4 3 1 5 5 4 3 4 3 1 1 1 1 1 7 1 1 1 1 1 7 1 1 1 1 1 7 1 1 1 1 1 7 1 3
up_on_the_roof_tdc,1 1 1 2 4 3 1 1 1 4 4 3 1 5 6 5 6 1 6 5 5 1 1 1 2 1 4 3 1 1 1 4 3 1 5 6 5 6 1 3 4 3 1 4 3 1 4 3 1 1 6 5 3 6 5 5 3 6 5 3 2 6 5 3 2 1 6 1 1 1 2 1 4 3 2 1 1 4 3 1 5 5 6 5 6 1 6 5 5 1 1 1 2 1 4 1 1 1 4 3 1 5 6 5 6 1 3 4 3 1 4 3 1 4 3 2 1 1 6 5 3 6 5 3 6 5 3 2 6 6 3 1 6 5 6 1 6 1 4 3 1 4 3 1 4 3 1 1 6 5 3 6 5 3 3 6 5 3 2 5 6 5 3 2 1 6 1 1 1 2 1 4 3 2 1 1 4 3 2 1 1 5 6 5 6 1 6 5 5 1 1 1 2 4 3 1 1 1 4 3 2 1 6 5 6 1 5 3 5 3 6 5 3 6 5 6 3 6 5 6 6 5 6 6 6 6 5 6 3 6
me_and_bobby_mcgee_dt,5 5 6 5 3 2 3 5 6 5 4 3 1 1 5 5 5 5 4 3 2 1 2 2 4 4 5 4 3 2 3 4 4 5 4 5 4 3 4 4 4 5 4 3 2 1 2 1 3 5 5 6 5 4 3 3 4 5 5 6 5 4 3 5 5 5 5 5 6 b7 b7 6 5 6 5 4 1 1 1 1 2 1 7 6 5 3 5 5 6 5 4 3 3 2 3 2 3 2 2 3 2 5 6 6 6 7 1 7 6 6 5 4 3 4 5 4 2 1 1 3 2 1 6 1 1 1 6 5 1 6 6 6 1 b3 1 b3 1 1 6 1 1 1 6 5 5 5 2 2 2 3 4 3 4 3 5 2 2 2 3 4 4 5 3 2 2 1 5 4 5 6 3 5 3 5 3 6 1 b3 2 1 6 1 6 5 2 3 2 1 5 5 4 5 4 5 3 1 2 1 6 1 6 1 1 1 6 5 5 5 5 5 6 b7 b7 1 1 1 6 4 5 b3 1 1 b3 1 b7 b3 1 b3 1 b7 1 1 b3 1 b7 b7 1 1 b7 5 5 5 2 2 2 3 4 4 2 1 7 5 6 6 6 7 1 7 6 6 5 4 3 4 5 4 2 1 1 b3 1 b3 1 1 1 6 5 1 6 6 6 1 b3 1 b3 1 1 6 1 1 1 6 5 5 2 2 2 3 4 3 4 3 5 6 7 2 2 2 3 4 4 5 3 2 2 1 3 4 5 5 4 4 3 3 4 5 6 5 4 3 5 6 5 4 4 3 3 3 4 4 3 3 2 7 4 5 4 3 3 2 4 5 4 3 2 4 5 4 3 3 2 3 3 2 2 1 6 1 3 4 5 1 6 5 1 6 5 1 6 6 3 4 3 5 6 5 1 2 1 1 6 1 6 1 6 1 6 1 2 7 6 5 5 6 2 7 5 2 7 5 6 5 6 5 2 7 5 2 7 5 2 7 5 2 7 5 6 1 6 1 6 1 6 1 6 1 3 2 1 b3 b7 b7 1 b7 1 3 b7 1 b7 1 3 b7 1 b7 1 b7 1 1 b7 1 1 5 5 2 1 b7 1 5 5 b3 1 1 5 5 b3 1 1 2 7 6 5 3 2 2 1 1 7 7 6 6 5 5 4 4 3 5 6 1 b3 1 b7 1 b7 1 3 5 b3 2 1 1 6 3 3 2 2 1 1 7 7 6 6 5 5 4 4 3 5 1 b3 1 1 b7 1 3 2 1
summer_babe_dt,2 3 3 2 3 3 3 1 1 5 5 3 3 3 3 1 1 6 3 3 3 3 3 1 1 6 2 3 2 2 3 1 1 5 3 3 3 1 1 5 3 3 3 2 1 7 5 2 3 2 2 7 3 1 1 5 3 3 3 3 3 3 1 1 3 3 3 3 3 3 1 1 5 2 3 2 2 b3 b3 b3 b3 1 6 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 1 1 5 3 3 3 3 1 3 1 1 6 3 3 1 3 2 2 1 2 2 1 2 1 2 6 3 2 2 1 1 4 3 4 3 2 3 4 5 5 5 5 5 3 3 3 3 3 4 5 5 5 5 5 3 3 3 3 3 3 4 5 5 5 5 5 3 3 3 4 5 5 5 5 5 3 3 3 4 5 5 5 5 3 4 5 3 4 5 3 4 5 3 4 5 3 4 5 3 1 3 3 1 3 3 1 3 3 1 3 3
shout_dt,1 6 1 1 6 b3 2 2 1 1 6 b3 2 2 1 1 6 b3 2 1 2 3 2 1 6 1 1 6 5 3 3 2 1 6 1 3 2 1 3 2 1 3 3 2 2 1 2 3 1 1 1 1 2 1 6 1 1 1 3 2 1 1 6 5 3 3 2 1 2 3 3 2 3 2 1 1 2 3 3 2 1 2 3 3 2 3 2 1 1 b3 2 1 1 2 b3 2 1 1 2 b3 2 1 1 2 5 1 1 1 5 7 5 1 6 1 1 1 6 5 3 3 2 1 1 1 6 1 6 1 6 5 1 6 1 6 6 1 1 b3 2 1 1 6 1 1 6 1 6 1 1 b3 b3 b3 2 1 6 1 1 6 1 5 5 1 6 1 6 6 1 1 2 8 7 1 1 7 1 1 1 1 3 4 5 3 1 1 1 1 2 b3 2 1 1 7 1 1 6 5 1 6 1 6 1 1 6 1 1 1 5 5 7 1 2 b3 2 1 2 1 7 1 1 1 7 1 1 1 7 1 7 1 1 1 3 1 6 5 1 7 1 1 b3 4 5 b3 1 1 1 1 5 6 5 1 6 1 6 1 5 1 5 1 1 5 1 5 1 1 5 1 5 1 b3 2 b3 2 1 1 2 2 b3 2 b3 2 1 1 2 b3 2 b3 2 1 1 2 b3 2 b3 2 1 1 2 1 6 1 1 6 b3 2 2 1 1 6 1 6 1 1 6 b3 2 1 1 b3 2 2 1 2 b3 2 2 1 2 b3 2 2 1 2 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 7 1 1 1 1 6 1 5 3 2 2 1 1 6 1 5 3 2 2 1 1 6 1 5 3 2 2 1 1 6 1 5 3 2 2 1 1 6 1 5 3 2 2 1 1 6 1 5 1 5 2 1 1 5 2 1 3 2 1 6 1 2 3 2 1 6 1 2 1 1 6 b3 2 1 1 1 6 b3 2 1 1 1 6 3 2 1 1 1 6 3 2 1 1 1 6 3 2 1 1 1 6 b3 2 1 6 1 1 6 b3 2 1 6 1 1 6 b3 2 1 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 b3 2 1 6
smells_like_teen_spirit_dt,5 7 1 3 1 7 6 5 6 5 4 3 4 5 4 3 2 5 7 1 3 3 1 7 6 5 6 5 4 3 4 5 4 3 2 3 2 3 2 3 2 3 2 2 1 3 2 3 2 3 2 3 2 2 1 3 2 3 2 3 2 3 2 2 1 3 2 3 2 3 2 3 2 2 1 4 4 4 3 6 6 6 5 4 4 4 3 3 2 2 1 4 4 4 3 6 6 6 5 4 4 4 3 3 2 2 1 4 4 4 3 6 6 6 5 4 4 4 3 3 8 5 7 1 3 1 7 6 5 6 5 4 3 4 5 4 3 2 5 7 1 3 3 1 7 6 5 6 5 4 3 4 5 4 3 2 3 2 3 2 3 2 3 2 2 1 3 2 3 2 3 2 3 2 2 1 3 2 3 2 3 2 3 2 2 1 3 2 3 2 3 2 3 2 2 1 4 4 4 3 6 6 6 5 4 4 4 3 3 2 2 1 4 4 4 3 6 6 6 5 4 4 4 3 3 2 2 1 4 4 4 3 6 6 6 5 4 4 4 3 3 4 2 0 5 7 1 3 3 1 7 6 5 6 5 4 3 4 5 4 3 2 5 7 1 3 3 1 7 6 5 6 5 4 3 4 5 4 3 2 3 2 3 2 3 2 3 2 2 1 3 2 3 2 3 2 3 2 2 1 3 2 3 2 3 2 3 2 2 1 3 2 3 2 3 2 3 2 2 1 4 4 4 3 6 6 6 5 4 4 4 3 3 2 2 1 4 4 4 3 6 6 6 5 4 4 4 3 3 2 2 1 4 4 4 3 6 6 6 5 4 4 4 3 3 2 2 1 3 2 2 1 3 2 2 1 3 2 2 1 3 2 2 1 3 2 2 1 3 2 2 1 3 2 2 1 3 2 2 1
california_love_tdc,5 5 1 1 1 b7 1 4 4 b3 2 1 b7 1 1 2 b7 5 1 b3 5 5 b7 1 1 1 b3 5 5 b7 1 1 1 1 b3 5 5 1 1 1 b7 1 1 4 4 b3 2 1 4 4 b3 2 1 5 1 b3 5 5 1 1 1 b7 1 4 4 b3 2 1 b7 1 1 2 b7 5 1 b3 5 5 b7 1 1 1 b3 5 5 b7 1 1 1 1 b3 5 5 1 1 1 b7 1 1 4 4 b3 2 1 4 4 b3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 b3 b7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 1 5 1 b3 5 5 1 1 1 b7 1 4 4 b3 2 1 b7 1 1 2 b7 5 1 b3 5 5 b7 1 1 1 b3 5 5 b7 1 1 1 1 b3 5 5 1 1 1 b7 1 1 4 4 b3 2 1 4 4 b3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 b3 b7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 1 6
dancing_queen_tdc,3 2 2 2 3 2 2 2 3 1 2 7 1 2 7 1 7 6 3 2 3 2 1 7 1 1 7 1 1 2 1 1 7 1 1 3 3 5 5 5 5 5 5 5 6 3 5 5 5 5 5 5 2 3 3 2 1 2 2 2 2 2 3 3 2 2 2 2 2 3 2 1 7 5 6 6 3 5 5 5 5 5 1 5 6 3 5 5 5 5 5 5 2 b3 3 2 2 2 2 2 3 3 2 2 2 b3 3 2 1 7 5 6 6 1 2 3 3 4 4 4 3 2 5 6 7 7 1 1 7 1 1 2 1 7 1 1 7 1 1 7 1 1 2 1 2 3 3 2 3 2 1 3 2 2 2 3 2 2 2 3 1 2 7 1 2 7 1 7 6 3 2 3 2 1 7 1 1 7 1 1 2 1 1 7 1 1 5 3 5 5 5 5 5 5 6 3 5 5 5 5 5 5 3 2 2 2 2 2 3 3 2 2 2 2 2 3 2 1 7 5 6 6 1 2 3 3 4 4 5 6 7 7 1 1 7 1 1 2 1 7 1 1 7 1 1 7 1 1 2 1 2 3 3 2 3 2 1 3 2 2 2 3 2 2 2 3 1 2 7 1 2 7 1 7 6 3 2 3 2 1 7 1 1 7 1 1 2 1 1 7 1 1 2 2 1 1 7 1 1 9
bridge_over_troubled_water_tdc,3 2 1 4 5 2 3 6 b7 6 5 1 6 6 6 5 3 2 1 1 3 2 1 2 5 5 3 2 1 1 2 3 5 2 3 2 1 2 2 2 3 2 1 7 6 6 5 3 5 6 1 2 3 1 3 2 3 2 1 1 7 6 6 5 3 5 6 1 2 3 1 5 4 4 3 2 1 4 4 4 5 3 6 b7 6 5 1 5 6 4 5 5 6 5 3 2 1 6 1 3 2 1 2 5 5 3 2 1 2 3 5 2 3 2 1 2 2 3 2 1 7 6 6 5 3 5 6 1 2 3 1 3 2 3 2 1 1 7 6 6 5 6 1 1 2 1 7 7 1 9 4 4 3 2 1 4 4 5 3 6 b7 6 5 1 5 6 6 6 5 6 5 3 2 1 3 2 1 2 5 5 5 5 4 3 5 2 3 2 1 2 2 3 2 1 7 6 6 5 6 1 1 2 1 7 1 3 2 4 3 2 3 4 3 2 1 4 4 3 2 2 3 2 3 2 1 3
proud_mary_dt,6 1 1 1 2 1 3 3 2 3 b3 3 2 1 1 1 2 3 3 b3 3 b3 3 2 1 1 3 3 3 2 1 2 3 2 3 2 1 1 2 3 3 2 2 1 2 2 2 3 b3 2 1 2 1 1 6 3 3 3 3 3 3 2 1 2 1 6 1 1 6 1 2 3 3 b3 3 b3 3 2 1 1 1 2 3 3 b3 3 b3 3 2 1 1 3 3 b3 3 2 1 3 3 b3 3 2 1 1 1 2 3 3 3 2 2 1 2 2 2 3 b3 2 1 2 1 1 6 3 3 3 3 3 3 2 1 2 1 6 1 1 3 3 3 3 3 3 2 1 2 1 6 6 1 6 1 2 1 3 3 b3 3 b3 3 2 1 1 2 3 3 3 3 3 b3 3 2 1 3 3 b3 3 2 1 b3 3 b3 3 2 1 1 2 3 3 3 2 2 1 2 2 2 3 b3 2 1 2 1 1 6 3 3 3 3 3 3 2 1 2 1 3 3 3 3 3 3 2 1 2 1 3 3 3 3 3 3 2 1 2 1
yesterday_tdc,2 1 1 3 4 5 6 7 1 7 6 6 6 6 5 4 3 2 2 4 3 3 2 1 3 2 6 1 3 3 2 1 1 3 4 5 6 7 1 7 6 6 6 6 5 4 3 2 4 3 3 2 1 3 2 6 1 3 3 3 3 6 7 1 7 6 7 6 5 6 3 3 3 6 7 1 7 6 7 6 5 7 1 3 1 1 3 4 5 6 7 1 7 6 6 6 6 5 4 3 2 2 4 3 3 2 1 1 3 2 6 1 3 3 3 3 6 7 1 7 6 7 6 5 6 3 3 3 6 7 1 7 6 7 6 5 5 7 1 5 4 3 2 1 1 3 4 5 6 7 1 7 6 6 6 6 5 4 3 2 2 4 3 3 2 2 1 3 2 6 1 3 3 1 3 2 6 1 3 3
light_my_fire_tdc,b3 1 b3 1 b3 2 1 1 b3 1 b3 1 b3 2 1 1 b3 1 b3 1 b3 b7 1 b3 1 b3 1 b3 2 1 1 4 4 4 4 3 3 2 2 b3 5 1 b3 1 b3 2 1 1 b3 1 b3 1 b3 2 1 1 1 1 b3 1 b3 b7 1 b3 1 b3 1 b3 1 b3 2 1 1 4 4 4 4 3 3 2 2 5 1 4 0 3 1 b3 1 b3 1 b3 2 1 1 b3 1 b3 1 b3 2 1 1 b3 1 b3 1 b3 b7 1 b3 1 b3 1 b3 1 b3 2 1 1 4 4 4 4 3 3 2 2 5 5 b7 5 b7 5 b7 5 4 5 b7 5 b7 5 b7 5 4 4 b7 5 b7 5 b7 5 4 b7 5 b7 5 b7 5 4 4 1 b7 1 b7 2 2 3 1 b3 1 b3 1 b3 2 3 1 b3 1 b3 1 b3 2 3 3 1 5 5 5 5 4 4 5 5 1
